DATA ZAWARCIA TRANSAKCJI;MIASTO;DZIELNICA;ULICA;RODZAJ RYNKU;CENA NABYCIA;POWIERZCHNIA MIESZKANIA;CENA ZA 1 MKW;POŁOŻENIE NA KONDYGNACJI;OBECNOŚĆ MIEJSCA PARKINGOWEGO;STANDARD;ROK BUDOWY
2016-12-09;Gdynia; Wzgórze Św. Maksymiliana;Paderewskiego;RYNEK WTÓRNY;500000;82,67;7114;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-21;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;260000;61,45;5389;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-21;Gdynia; Dąbrowa;Lukrecjowa;RYNEK WTÓRNY;255000;50,05;6334;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-03-21;Gdynia; Dąbrowa;Gorczycowa;RYNEK WTÓRNY;257000;61,45;5340;3;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-03-21;Gdynia; Karwiny;Buraczana;RYNEK WTÓRNY;285000;63,76;5615;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-21;Gdynia; Witomino;Morskiego Pułku Strzelców;RYNEK WTÓRNY;233333;44,35;6557;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-22;Gdynia; Chwarzno-Wiczlino;Sokoła;RYNEK WTÓRNY;430000;54,65;9071;2;BRAK MP;DOBRY;2015
2018-03-22;Gdynia; Mały Kack;Strzelców;RYNEK WTÓRNY;400000;54,95;8480;2;BRAK MP;DOBRY;2010-2015
2018-03-22;Sopot; Sopot;Wejherowska;RYNEK WTÓRNY;293000;40,45;8587;8;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-03-22;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;358000;55,25;7678;6;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-03-22;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;350000;55,25;7533;1;BRAK MP;DOBRY;lata 90-te XX-go wieku
2018-03-22;Gdynia; Wielki Kack;Lipowa;RYNEK WTÓRNY;183000;32,75;7060;3;BRAK MP;DOBRY;lata 90-te XX-go wieku
2018-03-22;Gdynia; Witomino;Wielkokacka;RYNEK WTÓRNY;190000;44,35;5580;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-22;Gdynia; Dąbrowa;Rdestowa;RYNEK WTÓRNY;300000;54,65;6692;4;BRAK MP;PRZECIĘTNY;2010
2018-03-22;Gdynia; Grabówek;Beniowskiego;RYNEK WTÓRNY;240000;54,94;5569;3;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-03-22;Gdynia; Obłuże;Maciejewicza;RYNEK WTÓRNY;270000;51,85;6432;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-22;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;236500;45,2;6519;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-22;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;295880;32,88;10468;2;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2015
2018-03-22;Gdynia; Witomino;Konwaliowa;RYNEK WTÓRNY;259000;46,95;6785;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-23;Sopot; Sopot;Okrzei;RYNEK WTÓRNY;424000;31,45;14981;4;BRAK MP;WYSOKI;lata 60-70-te XX-go wieku
2018-03-23;Sopot; Sopot;Jagiełły;RYNEK WTÓRNY;400000;39,96;11361;4;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2018-03-23;Gdynia; Leszczynki;Dembińskiego;RYNEK WTÓRNY;290000;39,17;8765;2;BRAK MP;DOBRY;2015
2018-03-23;Gdynia; Dąbrowa;Słonecznikowa;RYNEK PIERWOTNY;221550;41,1;6726;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-03-23;Gdynia; Grabówek;Beniowskiego;RYNEK WTÓRNY;163000;28,35;7326;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-23;Gdynia; Grabówek;Beniowskiego;RYNEK WTÓRNY;225000;39,45;7061;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-23;Gdynia; Leszczynki;Działdowska;RYNEK WTÓRNY;325000;54,75;7138;3;BRAK MP;DOBRY;lata 90-te XX-go wieku
2018-03-23;Sopot; Sopot;Mickiewicza;RYNEK WTÓRNY;290000;41,25;8364;11;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-23;Gdynia; Wielki Kack;Szefki;RYNEK WTÓRNY;260000;42,15;7490;1;GARAŻ JEDNOSTANOWISKOWY;DOBRY;lata 90-te XX-go wieku
2017-01-23;Gdynia; Wzgórze Św. Maksymiliana;Orzeszkowej;RYNEK WTÓRNY;360000;60,53;7111;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-23;Gdynia; Obłuże;Maciejewicza;RYNEK WTÓRNY;185000;51,85;4792;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-23;Gdynia; Cisowa;Owsiana;RYNEK WTÓRNY;210000;49,8;5459;7;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-23;Gdynia; Dąbrowa;Szafranowa;RYNEK WTÓRNY;286000;56,95;6208;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-03-23;Gdynia; Grabówek;Morska;RYNEK WTÓRNY;277000;71,75;4967;2;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-03-23;Gdynia; Oksywie;Zielona;RYNEK WTÓRNY;265000;49,35;6616;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-23;Gdynia; Witomino;Chwarznieńska;RYNEK WTÓRNY;249000;45,55;6750;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-23;Sopot; Sopot;23 Marca;RYNEK WTÓRNY;295000;49,83;7162;8;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-03-26;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;170000;43,75;5189;5;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2018-03-26;Gdynia; Śródmieście z Portem;3 Maja;RYNEK WTÓRNY;350000;57,65;7253;6;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-04-11;Gdynia; Wzgórze Św. Maksymiliana;Batalionów Chłopskich;RYNEK WTÓRNY;215000;37,62;7100;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-08-10;Gdynia; Wzgórze Św. Maksymiliana;Batalionów Chłopskich;RYNEK WTÓRNY;280000;48,01;7090;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-26;Gdynia; Pogórze;Kmdr Staniewicza;RYNEK WTÓRNY;269000;59,45;5695;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-26;Gdynia; Pogórze;Kmdr Staniewicza;RYNEK WTÓRNY;269000;59,45;5695;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-26;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;223000;49,45;5754;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-26;Gdynia; Obłuże;Boisko;RYNEK WTÓRNY;310000;50,25;7407;2;MIEJSCE NAZIEMNE;DOBRY;2015
2018-03-26;Gdynia; Witomino;Strażacka;RYNEK WTÓRNY;220000;41,15;6681;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-26;Gdynia; Witomino;Niska;RYNEK WTÓRNY;319000;43,98;8554;9;BRAK MP;DOBRY;2010
2018-03-27;Gdynia; Redłowo;Powstania Śląskiego;RYNEK PIERWOTNY;610966;72,04;9586;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-03-27;Gdynia; Pustki Cisowskie;Skarbka;RYNEK WTÓRNY;270000;47,1;7000;2;GARAŻ JEDNOSTANOWISKOWY;DOBRY;2010
2018-03-27;Gdynia; Leszczynki;Smętowska;RYNEK WTÓRNY;390000;59,75;7695;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-03-27;Gdynia; Mały Kack;Łowicka;RYNEK PIERWOTNY;399166;63,26;7458;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-03-27;Gdynia; Śródmieście z Portem;Waszyngtona;RYNEK WTÓRNY;320000;47,35;8023;7;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-03-27;Gdynia; Pogórze;Manganowa;RYNEK WTÓRNY;255000;49,15;6436;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-27;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;290000;55,65;6406;1;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-03-27;Gdynia; Witomino;Morskiego Pułku Strzelców;RYNEK WTÓRNY;174500;33,95;6588;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-27;Gdynia; Redłowo;Herberta;RYNEK WTÓRNY;142000;45,75;4385;1;BRAK MP;NISKI;lata 70-80-te XX-go wieku
2018-03-27;Sopot; Sopot;Tatrzańska;RYNEK WTÓRNY;248000;41,15;7361;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-03-28;Gdynia; Wielki Kack;Lipowa;RYNEK WTÓRNY;277000;39,35;8398;3;BRAK MP;DOBRY;2001
2018-03-28;Gdynia; Witomino;Morskiego Pułku Strzelców;RYNEK WTÓRNY;255000;56,05;5742;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-28;Gdynia; Witomino;Konwaliowa;RYNEK WTÓRNY;200000;41,55;6143;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-28;Gdynia; Karwiny;Makuszyńskiego;RYNEK WTÓRNY;230000;38,55;7337;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-03-28;Gdynia; Pogórze;Porębskiego;RYNEK WTÓRNY;177000;40,28;5740;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-28;Gdynia; Obłuże;Stolarska;RYNEK WTÓRNY;187000;36,05;6598;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-29;Gdynia; Mały Kack;Leśna;RYNEK PIERWOTNY;401762;58,44;8051;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-03-29;Gdynia; Orłowo;Bukowa;RYNEK PIERWOTNY;357407;49,24;8505;1;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-03-29;Gdynia; Orłowo;Spacerowa;RYNEK PIERWOTNY;829463;57,33;15652;1;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-03-29;Gdynia; Leszczynki;Kalksztajnów;RYNEK WTÓRNY;257000;42,65;7342;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-03-29;Gdynia; Mały Kack;Sandomierska;RYNEK WTÓRNY;200000;39,21;6462;2;BRAK MP;PRZECIĘTNY;lata 30-40 te XX-go wieku
2018-03-29;Gdynia; Śródmieście z Portem;Chrzanowskiego;RYNEK WTÓRNY;309000;40,81;8911;1;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-03-29;Gdynia; Wielki Kack;Górnicza;RYNEK WTÓRNY;295000;50,48;7080;1;BRAK MP;DOBRY;lata 90-te XX-go wieku
2017-04-28;Gdynia; Wzgórze Św. Maksymiliana;Orzeszkowej;RYNEK WTÓRNY;450000;75,09;7086;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-11-10;Gdynia; Wzgórze Św. Maksymiliana;Wyspiańskiego;RYNEK WTÓRNY;240000;41,73;7078;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-29;Gdynia; Działki Leśne;Szczecińska;RYNEK WTÓRNY;220000;41,19;6675;5;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2018-03-29;Gdynia; Grabówek;Morska;RYNEK WTÓRNY;148000;35,75;5555;5;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-03-29;Gdynia; Karwiny;Makuszyńskiego;RYNEK WTÓRNY;320000;63,15;6216;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-29;Gdynia; Oksywie;Płk. Dąbka;RYNEK WTÓRNY;187000;35,91;6620;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-03-29;Sopot; Sopot;Kolberga;RYNEK WTÓRNY;280000;44,35;7609;6;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-03-29;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;280000;51,15;6704;3;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-03-29;Gdynia; Witomino;Konwaliowa;RYNEK WTÓRNY;216000;41,55;6528;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-05-11;Gdynia; Wzgórze Św. Maksymiliana;Wyspiańskiego;RYNEK WTÓRNY;240000;41,73;7078;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-29;Sopot; Sopot;Tatrzańska;RYNEK WTÓRNY;248000;41,15;7361;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-03-29;Sopot; Sopot;Kolberga;RYNEK WTÓRNY;290000;58,75;6111;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-30;Gdynia; Wzgórze Św. Maksymiliana;Ujejskiego;RYNEK PIERWOTNY;226611;43,05;6575;4;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-03-30;Gdynia; Grabówek;Morska;RYNEK WTÓRNY;230000;37,75;7475;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-30;Gdynia; Śródmieście z Portem;Śląska;RYNEK WTÓRNY;353000;47,35;8720;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-03-30;Gdynia; Wielki Kack;Lipowa;RYNEK WTÓRNY;265000;40,65;7860;2;BRAK MP;DOBRY;2001
2018-05-29;Gdynia; Wzgórze Św. Maksymiliana;Władysława IV;RYNEK WTÓRNY;285000;48,93;7074;6;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-03-30;Gdynia; Redłowo;Powstania Wielkopolskiego;RYNEK WTÓRNY;225000;45,65;6211;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-30;Gdynia; Witomino;Kielecka;RYNEK WTÓRNY;315000;49,4;7622;2;BRAK MP;DOBRY;2010
2018-04-03;Gdynia; Pustki Cisowskie;Chabrowa;RYNEK WTÓRNY;320000;56,97;6803;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-04-03;Gdynia; Oksywie;Czwartaków;RYNEK WTÓRNY;130000;41,55;4458;3;BRAK MP;NISKI;lata 80-te XX-go wieku
2018-04-03;Gdynia; Leszczynki;Morska;RYNEK WTÓRNY;214000;43,63;6209;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-04-03;Gdynia; Obłuże;Benisławskiego;RYNEK WTÓRNY;280000;54,55;6336;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-04-03;Gdynia; Witomino;Polskiego Czerwonego Krzyża;RYNEK WTÓRNY;239000;40,33;7272;6;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-04-03;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;181500;31,41;7279;8;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-04-04;Sopot; Sopot;Małopolska;RYNEK WTÓRNY;1377100;104,79;14151;3;BRAK MP;WYSOKI;lata 40-50 te XX-go wieku
2018-04-04;Gdynia; Mały Kack;Strzelców;RYNEK PIERWOTNY;305509;51,28;7187;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-04-04;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;590000;91,75;7470;6;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-04-04;Sopot; Sopot;Sienkiewicza;RYNEK WTÓRNY;330000;45,5;8536;6;BRAK MP;DOBRY;lata 30-te XX-go wieku
2017-08-10;Gdynia; Witomino;Kielecka;RYNEK WTÓRNY;450000;75,35;7064;3;BRAK MP;DOBRY;2010
2018-04-04;Gdynia; Karwiny;Brzechwy;RYNEK WTÓRNY;315000;54,1;7029;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-04-04;Sopot; Sopot;23 Marca;RYNEK WTÓRNY;250000;41,85;7299;7;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-04-04;Sopot; Sopot;Malczewskiego;RYNEK WTÓRNY;350000;58,63;7145;1;BRAK MP;DOBRY;lata 40-50 te XX-go wieku
2018-04-05;Sopot; Sopot;Haffnera;RYNEK WTÓRNY;1429000;107,3;14323;1;BRAK MP;WYSOKI;lata 40-50-te XX-go wieku
2018-04-05;Sopot; Sopot;Czyżewskiego;RYNEK WTÓRNY;829000;72,85;12482;4;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2018-04-05;Gdynia; Chylonia;Młyńska;RYNEK WTÓRNY;245000;40,65;7368;5;BRAK MP;DOBRY;lata 80-te XX-go wieku
2018-04-05;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;220000;56,85;5057;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-04-05;Gdynia; Leszczynki;Ramułta;RYNEK WTÓRNY;245000;63,25;5021;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-04-05;Gdynia; Leszczynki;Morska;RYNEK WTÓRNY;185000;50,5;4899;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-04-06;Sopot; Sopot;Parkowa;RYNEK WTÓRNY;944444;47,55;21125;3;BRAK MP;WYSOKI;lata 30-te XX-go wieku
2018-04-06;Sopot; Sopot;Ogrodowa;RYNEK WTÓRNY;700000;60,95;12646;2;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2018-04-06;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;254000;41,75;7411;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-04-06;Sopot; Sopot;Chodowieckiego;RYNEK WTÓRNY;390000;45,77;9802;2;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2018-04-06;Sopot; Sopot;3 Maja;RYNEK WTÓRNY;295000;39,85;8755;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-04-06;Sopot; Sopot;Żeromskiego;RYNEK WTÓRNY;300000;41,45;8568;7;BRAK MP;DOBRY;lata 30-te XX-go wieku
2018-04-06;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;270000;40,85;7948;8;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-04-06;Gdynia; Śródmieście z Portem;Waszyngtona;RYNEK WTÓRNY;320000;47,35;8023;10;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-04-06;Gdynia; Wielki Kack;Starodworcowa;RYNEK WTÓRNY;245000;41,75;7195;1;BRAK MP;DOBRY;lata 90-te XX-go wieku
2018-04-06;Gdynia; Leszczynki;Ramułta;RYNEK WTÓRNY;207000;50,1;5371;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-04-06;Gdynia; Wielki Kack;Nowodworcowa;RYNEK WTÓRNY;470000;85,83;6532;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;PRZECIĘTNY;lata 90-te XX-go wieku
2018-04-06;Gdynia; Witomino;Konwaliowa;RYNEK WTÓRNY;225000;41,55;6745;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-04-09;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;350000;35,05;11413;3;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2018-04-09;Gdynia; Wielki Kack;Szczęśliwa;RYNEK WTÓRNY;330000;45,32;8567;3;GARAŻ JEDNOSTANOWISKOWY;DOBRY;2001
2018-04-09;Gdynia; Grabówek;Kołłątaja;RYNEK WTÓRNY;195000;46,2;5497;4;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-04-09;Gdynia; Witomino;Nauczycielska;RYNEK WTÓRNY;255000;41,33;7502;5;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-04-10;Gdynia; Witomino;Morskiego Pułku Strzelców;RYNEK WTÓRNY;200000;63,35;4304;3;BRAK MP;NISKI;lata 70-80-te XX-go wieku
2018-04-10;Gdynia; Oksywie;Zielona;RYNEK PIERWOTNY;246296;54,55;5718;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-04-10;Gdynia; Witomino;Polskiego Czerwonego Krzyża;RYNEK WTÓRNY;200000;41,55;6143;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-03-29;Gdynia; Wzgórze Św. Maksymiliana;Wojewody Wachowiaka;RYNEK WTÓRNY;270000;46,62;7063;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-04-10;Gdynia; Obłuże;Benisławskiego;RYNEK WTÓRNY;196000;54,55;4796;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-04-10;Gdynia; Chylonia;Lubawska;RYNEK WTÓRNY;166000;41,75;5303;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-04-10;Gdynia; Redłowo;Powstania Wielkopolskiego;RYNEK WTÓRNY;220000;45,58;6109;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-04-11;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;342000;48,55;8297;3;BRAK MP;DOBRY;2010
2018-04-11;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;298000;37,96;9230;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-04-11;Sopot; Sopot;23 Marca;RYNEK WTÓRNY;298000;41,65;8483;11;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-10-05;Gdynia; Wzgórze Św. Maksymiliana;Legionów;RYNEK WTÓRNY;300000;51,46;7057;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-04-11;Gdynia; Oksywie;Śmidowicza;RYNEK WTÓRNY;200000;55,75;4782;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-04-11;Gdynia; Dąbrowa;Sojowa;RYNEK WTÓRNY;200000;46,3;5595;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-03-06;Gdynia; Wzgórze Św. Maksymiliana;Bp. Dominika;RYNEK WTÓRNY;290000;50,04;7035;5;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-04-11;Gdynia; Redłowo;Cylkowskiego;RYNEK WTÓRNY;199000;36,63;6833;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-04-11;Sopot; Sopot;Księżycowa;RYNEK WTÓRNY;228000;41,65;6802;1;BRAK MP;PRZECIĘTNY;lata 40-50 te XX-go wieku
2018-04-12;Sopot; Sopot;Parkowa;RYNEK WTÓRNY;1016058;68,91;15864;3;BRAK MP;WYSOKI;lata 30-te XX-go wieku
2018-04-12;Gdynia; Wielki Kack;Szefki;RYNEK WTÓRNY;442000;56,15;9064;3;GARAŻ JEDNOSTANOWISKOWY;DOBRY;2001
2018-04-12;Gdynia; Działki Leśne;Pomorska;RYNEK WTÓRNY;323500;43,95;8661;2;BRAK MP;DOBRY;lata 50-60-te XX-go wieku
2018-04-12;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;290000;37,42;9138;3;BRAK MP;DOBRY;2010
2018-04-12;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;215000;34,45;7680;8;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-04-12;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;317000;47,3;7967;2;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-04-12;Gdynia; Cisowa;Południowa;RYNEK WTÓRNY;250000;57,1;5564;10;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-04-12;Gdynia; Działki Leśne;Śląska;RYNEK WTÓRNY;195000;39,35;6315;6;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2018-04-12;Gdynia; Obłuże;Boisko;RYNEK WTÓRNY;335000;50,26;7903;2;BRAK MP;DOBRY;2015
2018-04-12;Gdynia; Śródmieście z Portem;Skwer Kościuszki;RYNEK WTÓRNY;330000;39,15;9791;11;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2018-04-13;Gdynia; Mały Kack;Leśna;RYNEK PIERWOTNY;239360;36,97;7870;3;MIEJSCE NAZIEMNE;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-04-13;Gdynia; Śródmieście z Portem;Traugutta;RYNEK WTÓRNY;366000;51,27;8368;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-04-13;Sopot; Sopot;Kolberga;RYNEK WTÓRNY;285000;44,85;7645;5;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-03-31;Gdynia; Wzgórze Św. Maksymiliana;Paderewskiego;RYNEK WTÓRNY;500000;83,95;7018;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-05-31;Gdynia; Wzgórze Św. Maksymiliana;Bp. Dominika;RYNEK WTÓRNY;495000;83,15;7018;5;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-04-15;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;215000;36,95;7214;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-04-16;Gdynia; Oksywie;Tucholska;RYNEK WTÓRNY;205000;66,75;4201;1;BRAK MP;NISKI;lata 80-te XX-go wieku
2018-04-16;Gdynia; Śródmieście z Portem;Skwer Kościuszki;RYNEK WTÓRNY;280000;48,95;6970;7;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-04-16;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;249000;42,45;7184;1;BRAK MP;DOBRY;lata 90-te XX-go wieku
2018-05-25;Gdynia; Wzgórze Św. Maksymiliana;Partyzantów;RYNEK WTÓRNY;230000;40,73;6987;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-04-16;Gdynia; Cisowa;Janowska;RYNEK WTÓRNY;205000;38,16;6749;4;BRAK MP;PRZECIĘTNY;po 2000
2018-04-16;Gdynia; Pogórze;Porębskiego;RYNEK WTÓRNY;165000;41,12;5348;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-04-16;Gdynia; Obłuże;Stolarska;RYNEK WTÓRNY;185000;43,25;5586;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-04-16;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;203000;44,85;5817;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
